Author,Text,Published At,Likes,Type,Parent ID,script,language,emoji_count,word_count,source
@PURNA-761,Thag thaag nagari ta kamai huna garo hola. Hope and good luck bro,2024-04-04T17:56:21Z,1,Reply,UgzdmSwQCHwTaOHOT554AaABAg,roman_nepali,nepali,0,13,youtube
@aarohigautam09,यो खोजको लागि धन्यवाद ❤,2024-03-20T16:50:34Z,31,Comment,,devanagari,nepali,1,4,youtube
@Factloom15,3 main things for me :<br>1. Health <br>2. Wealth<br>3. Relationship❤,2024-03-20T20:37:28Z,30,Comment,,latin,english,1,11,youtube
@Shortsbybeleiver,M t sure bhae dai yo video hrda hrdai sure aba + 2 paxi yehi basxu <br>I will try j soche xu tq u for the vdo <br>Hope my cmt to motivate u to make content guyz wish me a luck for upcoming days 💪🏾💪🏾,2024-03-20T17:28:25Z,29,Comment,,roman_nepali,nepali,4,43,youtube
@vijayrana7359,"well for me, its been already 10 years living with my wife in australia and finally we reach in conclusion of returning back to our motherland as we are already prepared before and make a initial mindset to return back in nepal anyhow....<br>It doesnt matter what other says but rather follow your guts that doesnt make you regret<br>its us making our life challenging for 3 basic thing: food, shelter and clothing<br>yo short life ko lagi yeti saharai struggle kina jaba ki after 2nd generation pa6i tmi ko ho and tmro identity nai yo sansar ma pani thiyeu bhane tmro nati natini le pani birsisakeko hun6a so i would say enjoy your life<br>Be serious but dont make life too complicated<br>Because gora haru ko hamro jati love attachment hudaina and last ma kamayera basna jane old orphanage (age care) plus mortgage debt trap ma fasne ta ho jindagi bhari nai<br>Note<br>aba marera lanu nai k 6a ra jindagi ma<br>ek6in dukha garnu target plan banaunu 10 yrs 15 yrs tespa6i afu pani 35 40 plus hun6a baki 15 yrs old age tesai katihal6a<br>Plus you will interact with your neighbourhood, your relatives and your loved ones in your own country<br>At least you are fulfiling your respects towards your own country <br>And another thing, you dont have to be soldier to protect country so returning back and serving as retire would be also count as u are doing your responsibility and serving your country<br>Thats my opinion<br>And everyone has their own perception <br>Thank u and sorry if u dont accept my views",2024-03-20T20:44:13Z,28,Comment,,roman_nepali,nepali,0,267,youtube
@BijayDahal-f8c,well said brother.. even my brother has same thought like you who is currently at Australia,2024-03-21T07:00:50Z,0,Reply,UgzE2XQEVdSGa0AMyLx4AaABAg,latin,english,0,16,youtube
@portgastube6159,Dai tapai po aus bata paisa kamayara kai business garne soch hola hame jasto nepal mai baserako hora,2024-03-23T02:14:36Z,0,Reply,UgzE2XQEVdSGa0AMyLx4AaABAg,roman_nepali,nepali,0,18,youtube
@nishantsah2416,Thanks for this video. It's very difficult time here in Nepal but there is the light at the end of the tunnel ..  Ma pni aashabadi xu❤❤ 🇳🇵🇳🇵🇳🇵🇳🇵 Jay Nepal,2024-03-20T17:25:21Z,27,Comment,,latin,english,10,29,youtube
@DawaDolpo,Fact & statistics based content with no beraucratic & self serving opinion.<br>This is indeed the Best content I have ever watched in my lifetime.<br>I understand how much you & your team toiled to make this content.<br>Huge respect to the IDS team  ❤,2024-03-20T17:51:22Z,23,Comment,,latin,english,1,41,youtube
@RIKESHBUDHATHOKI-wv7qd,"indepth story, Nepali comment , Project kura , misguided Nepal le Nepali youth haru lai sahi guide ra motivate gariraheko ma dhanyabad",2024-03-20T18:06:06Z,22,Comment,,latin,english,0,20,youtube
@ujwal.10,dai dai dai k vannun  you really made a masterclass video totally related sab youths mha !!!!<br>respect📈📈❤💯,2024-03-20T17:06:43Z,20,Comment,,roman_nepali,nepali,4,17,youtube
@SavemebabeOkez,This should be watched by every individual❤ ... Jay Nepal❤,2024-03-20T18:14:06Z,19,Comment,,latin,english,2,9,youtube
@bibisyofficial2003,You are the change makers of the society 🙏 😊,2024-03-20T17:29:22Z,18,Comment,,latin,english,2,8,youtube
@AashishRasaili-wy8yz,We are,2024-03-21T19:50:31Z,0,Reply,UgwdBCZekTbkfR1bi9Z4AaABAg,latin,english,0,2,youtube
@IDK-i8x2w,21 years old guy Watching from KHADI at 2 AM 🙂,2024-03-20T23:34:28Z,17,Comment,,latin,english,1,10,youtube
@PRATIK_NEUPANE_VLOGS_112,most confusing and worst choice 😢 ❤️ Thank you for making video on most awaited and relatable topic -your regular viewer and subscriber Pratik Neupane vlogs..,2024-03-20T16:53:06Z,17,Comment,,latin,english,2,24,youtube
@Mrpurestimes,"देशमा त कसरी बस्ने , दिनभरी काम गरेर  दुई छाक टार्न नै गारो छ! Truth kelaunu vayeko man paro.<br>Support me Guys❤.",2024-03-20T17:46:55Z,16,Comment,,code_mixed,nepali_english,1,21,youtube
@rakeshkhattri4758,After watching this video many youth including me will be back to Nepal and fight for our existence no matter how hard it will be. Thank you IDS for this wonderful content.,2024-03-20T22:02:48Z,15,Comment,,latin,english,0,32,youtube
@Toranmagar19,म 18 बर्ष  को भए देशमै केही गर्छु भन्ने पनि केही छैन र बिदेशमा गएर केही गर्छु भन्ने हो भने बिदेशमै मान्छे दिनहुँ दिन मरिरहेका छन् आखिर हामी नेपाली जाने का होत 😢😩,2024-03-20T18:09:46Z,15,Comment,,devanagari,nepali,2,32,youtube
@Nabaraj.sadabahar,पुरै स्पिचलेस भएँ। यत्तिको भिडियो ऐले सम्म नेपाली कृयटरले बनाएको देखेको थिन्। धन्यबाद IDS 🙏❤,2024-03-20T19:48:44Z,13,Comment,,code_mixed,nepali_english,2,14,youtube
@davidthapa6017,Yama Buddha Once Said<br>एक दिनमा बन्दैन देश<br>म सधैँ सङ्घर्ष गर्छु<br>Jay Nepal<br>Jay Gurkha❤,2024-03-20T16:32:09Z,13,Comment,,code_mixed,nepali_english,1,16,youtube
@saugatkhatiwada2197,आजको episode ले कता कता मन छोयो ❤,2024-03-20T17:10:25Z,13,Comment,,code_mixed,nepali_english,1,7,youtube
@devastrous3389,अब बिदेश भाग छिठो😁,2024-03-20T18:31:36Z,0,Reply,UgxHCZvMWaeKoVSbw1F4AaABAg,devanagari,nepali,1,4,youtube
@saugatkhatiwada2197,"बिदेश नजाने सोचले नै, नेपालमा job गरेर बसेको छु 😊",2024-04-03T13:15:13Z,0,Reply,UgxHCZvMWaeKoVSbw1F4AaABAg,code_mixed,nepali_english,1,9,youtube
@binodgautam6449,Mero jastai story raixhaa.. maa public health professional ho Tara ahile job xoderaa kapda ko business gardai chu new road maa.. I love my passion  being businessman ....❤,2024-03-22T10:34:43Z,12,Comment,,roman_nepali,nepali,1,27,youtube
@kaustupadhikari4035,"What a content. One of the best content creater. Literally,I almost cried.",2024-03-21T16:06:36Z,12,Comment,,latin,english,0,13,youtube
@manishk.shrestha3488,"The best video uploaded in this channel. Dui tin ota line le man yesko choyo, aakha nai rasayo. Thank you for ur contribution. Much love n respect to u ❤️❤️❤️",2024-03-21T06:59:55Z,12,Comment,,roman_nepali,nepali,3,29,youtube
@SmritiPoudel-n1u,"i cried. I really hope dawn after a decade will be filled with happiness and smily faces, where family reunite for forever.",2024-03-20T17:28:52Z,11,Comment,,latin,english,0,22,youtube
@avinashlama,Overall video nikai ramro lagyo😊<br>Remote job ko concept ahile dherai nai chali rako xa maile yesko growth 2014 dekhi nai dekheko hu. Govt le yesma support garne ho ra enough skilled manpower hune ho bhane Nepal ma outsource company ko thulo future xa🙏🏻🙏🏻,2024-03-20T17:49:06Z,11,Comment,,roman_nepali,nepali,5,44,youtube
@incomebluep,Right..i also work remotely and  I'm making good income 😊,2024-03-22T11:23:31Z,1,Reply,UgzNb3EYDbph8XeY1Gx4AaABAg,latin,english,1,11,youtube
@rojalbati1822,"Maan ko kura vandinu vayo, thank you so much bhai ❤",2024-03-20T18:14:04Z,10,Comment,,roman_nepali,nepali,1,10,youtube
@utsavvlogs300,"As a content creator and holding a business with good salary at my own, Yes, Money management kahile pani school ra clz ma detail study vayena…<br>After my 10+2 i never thought of travelling abroad.. bur Rn only one thing determines…. Future(Yaha jati kamauxu tesla nata malai pugi rako cha , Pariwar ta tada) 50-30-20 rules kasaile sikayenan just afno freedom passion ra needs lai focus garxam…<br>Now personally i think… i need to migrate just ( Leave )<br>Middle class family j garam yaha 1 core nei kamam ya udam<br>Just auta word hits ( Pariwar budo hudai chan and they regret yaha basera paisa chinena nata sangat baira jau yo yaha udyobtyo tyaha cha tah screen ma matra sabaiko lagi ramro hamro agadi we know how you are)<br>That thing really hurts, i never had have thought about moving abroad<br>Feri arko kura ( pariwar le vaneko sahi ho aru josukei le j sukei vanun)<br>Jaba apply garxam ( reject )<br>And that’s hell part of story<br>However gardai xam garxam again and again but thanai xaina k gardai xam<br>Baira garda ni hudaina ya garda ni hudaina <br>Life is mess jasto jagcha at the age of 23<br>I wish i could have got right guidance <br>Ahile afno decision ra pariwar ko umer, ichya ra vawisyasochna parne cha<br>Hope everything goes right <br>Never stop studying<br>Never pause your passion <br>Go with flow<br>I’ll wait for my day<br>And you should <br>Time na aaie kei hunna yei garxu vaney ni baira garxu vaney ni<br>Patience is the key <br>Just enjoy, cheers to the life we got to live😃❤️<br>Go green☘️",2024-04-21T18:24:07Z,10,Comment,,roman_nepali,nepali,3,270,youtube
@Easysaays,"Who doesn't want to go out and study abroad? It is not Nepalese don't want to go abroad and study, it is just because they can't afford.",2024-03-20T18:36:11Z,10,Comment,,latin,english,0,30,youtube
@ArtswithShikha-nq8ok,No there are still many people like me who are choosing to stay in Nepal. Sab Jana bidesh Jane Soch vako xainan.,2024-03-21T08:36:58Z,6,Reply,Ugyb-M0n8EI7ILdsesx4AaABAg,latin,english,0,22,youtube
@rakshyapokharel516,My family can afford and wants me to go abroad...my sister is already in abroad but I don't want to go.,2024-03-23T12:33:21Z,3,Reply,Ugyb-M0n8EI7ILdsesx4AaABAg,latin,english,0,23,youtube
@lucifergamer7777,Cloudfactory Nepal is one of the choice for Part time job in Nepal.,2024-03-20T18:27:51Z,9,Comment,,latin,english,0,13,youtube
@swapnikaentertainment3207,म पनि नेपाल मा नै छु।तर  सबै साथी हरु विदेश जाँदा अनि तनाव हुँदा  बेला बेला म पनि गैदिम जस्तो लाग्छ। IDS काे यो भिडियो हेरे पछि म पनि आशावादी भएको छु।<br>यो भिडियो काे लागि धेरै धेरै धन्यवाद।❤,2024-03-21T15:28:47Z,8,Comment,,code_mixed,nepali_english,1,39,youtube
@sudipkc8674,"म पनि आशावादी छु।।<br>सके सम्म नेपाल मै।।<br>बिदेश गैएला तर कुनै पनि हालतमा देश त्याग्ने छैन।।<br>मेरो पुस्ताले भोगेको असुविधा मेरा पछिको पुस्ताले भोग्न नपरोस त्यस्का निम्ति आफुले सकेका हर प्रयास गर्ने छु।।<br>धनी गरिब हुन सक्छ तर गरिब कहिले गरिब हुदैन उ सङ्ग विकल्प मात्र धरी बन्ने हुन्छ।।<br><br>सुदिप भाइ सुवेदी लगायत टिम लाई मनै देखि धन्यवाद सोच अनुरुप कुरा मिले आउने भविष्यमा तपाईंहरु लगायत सजककर्ता हरुलाइ भौतिक र अभौतिक सम्मान पक्कै पनि गर्ने छ पुस्ताले।।<br>अन्ततःसमाजमा रहेका मिथिया बेथिती,गलत संप्रेषणको चिरफार गर्दै समाधान वा विकल्प सहित थप जानकारी फैलाउदै जान हार्दिक अनुरोध गर्दछु।।<br>#स्वर्गकोपहिचाननेपाल<br>#मेरोकेहियोगदानराष्टनिर्माणमा",2024-04-04T02:45:45Z,8,Comment,,devanagari,nepali,0,99,youtube
@abhaykumarshakya7551,One of the best video on this morning thank you mero Bhai ....!!!,2024-03-20T23:54:49Z,8,Comment,,roman_nepali,nepali,0,12,youtube
@sumitmahato-eu3ec,In depth content see you soon !!!,2024-03-20T16:59:29Z,8,Comment,,latin,english,0,6,youtube
@madanbasnet1611,Quality content❤,2024-03-20T16:48:10Z,8,Comment,,latin,english,1,2,youtube
@AjitBhusal,Throughout the video I felt a ray of hope and my man the way you portrayed the story I just want to clap one time for this content writing I didn't feel for a sec to skip the video I was totally engaged to it <br>Love your work wishing the best for you❤,2024-03-20T17:17:08Z,8,Comment,,latin,english,1,54,youtube
@anilchaudhary7135,Thank you so much for this inspiring video. Keep growing !!,2024-03-20T17:43:16Z,8,Comment,,latin,english,0,10,youtube
@DigitalSaugat,"Really insightful video brother. I was waiting for someone to share how massive opportunities are there in FREELANCING since I have been doing and teaching it for almost 7 years now.<br><br>The main problem is the lack of payment receiving methods in Nepal. We live in an era where everything is digital around us but we as a country has been pushed away to access the huge potential of digitalization.<br><br>A huge number of freelancers are arising in Nepal these days and more will be in future. If more laws are made in the favor for Freelancers then yes more people will prefer to stay in Nepal rather than going abroad leaving their friends, family and country.<br><br>More power to you guys.<br><br>Cheers!",2024-03-21T01:35:49Z,8,Comment,,latin,english,0,123,youtube
@diwashulak,म नेपाल मै केही गर्छु भनेर १ वर्ष सम्म नेपाल मा start-up सुरु गर्छ भनेर बस्यको मान्छे अहिले ielts को तयारीमा छु। विदेश मा केही सिकेर फेरि नेपाल आउने छु यो देश को माया को कारणले ।<br>देश छोड्नु हजार कारण होलान् तर देश मै बस्ने १ ओटै कारण माया ❤,2024-03-26T00:48:02Z,7,Comment,,code_mixed,nepali_english,1,51,youtube
@monsieur2977,At this time you are the real hero. Thank you for spreading some light on such big problem. <br><br>❤,2024-03-21T14:47:59Z,7,Comment,,latin,english,1,18,youtube
@essubro5720,In-Depth Story काे अहिलेसम्मकै best analysis भिडियो।👍️❤️👌,2024-03-21T20:15:28Z,7,Comment,,code_mixed,nepali_english,3,8,youtube
@AliceInChain-q2s,One of the most powerful content creator of Nepal. You spoke my each and every thought. Thank you brother for such kind of content. Appreciated your work.,2024-03-20T21:52:54Z,7,Comment,,latin,english,0,27,youtube
@niveshmaharjan3913,Thanks for the content filled with so much positivity and facts. Great Content as always. KUDOS  to IDS team... keep growing. Thank you❤,2024-03-21T03:30:22Z,7,Comment,,latin,english,1,23,youtube
