comment,intent,primary_driver,value_orientation,affect
"As a content creator and holding a business with good salary at my own, Yes, Money management kahile pani school ra clz ma detail study vayena…<br>After my 10+2 i never thought of travelling abroad.. bur Rn only one thing determines…. Future(Yaha jati kamauxu tesla nata malai pugi rako cha , Pariwar ta tada) 50-30-20 rules kasaile sikayenan just afno freedom passion ra needs lai focus garxam…<br>Now personally i think… i need to migrate just ( Leave )<br>Middle class family j garam yaha 1 core nei kamam ya udam<br>Just auta word hits ( Pariwar budo hudai chan and they regret yaha basera paisa chinena nata sangat baira jau yo yaha udyobtyo tyaha cha tah screen ma matra sabaiko lagi ramro hamro agadi we know how you are)<br>That thing really hurts, i never had have thought about moving abroad<br>Feri arko kura ( pariwar le vaneko sahi ho aru josukei le j sukei vanun)<br>Jaba apply garxam ( reject )<br>And that’s hell part of story<br>However gardai xam garxam again and again but thanai xaina k gardai xam<br>Baira garda ni hudaina ya garda ni hudaina <br>Life is mess jasto jagcha at the age of 23<br>I wish i could have got right guidance <br>Ahile afno decision ra pariwar ko umer, ichya ra vawisyasochna parne cha<br>Hope everything goes right <br>Never stop studying<br>Never pause your passion <br>Go with flow<br>I’ll wait for my day<br>And you should <br>Time na aaie kei hunna yei garxu vaney ni baira garxu vaney ni<br>Patience is the key <br>Just enjoy, cheers to the life we got to live😃❤️<br>Go green☘️",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Who doesn't want to go out and study abroad? It is not Nepalese don't want to go abroad and study, it is just because they can't afford.",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
No there are still many people like me who are choosing to stay in Nepal. Sab Jana bidesh Jane Soch vako xainan.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
My family can afford and wants me to go abroad...my sister is already in abroad but I don't want to go.,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
Cloudfactory Nepal is one of the choice for Part time job in Nepal.,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
म पनि नेपाल मा नै छु।तर  सबै साथी हरु विदेश जाँदा अनि तनाव हुँदा  बेला बेला म पनि गैदिम जस्तो लाग्छ। IDS काे यो भिडियो हेरे पछि म पनि आशावादी भएको छु।<br>यो भिडियो काे लागि धेरै धेरै धन्यवाद।❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"म पनि आशावादी छु।।<br>सके सम्म नेपाल मै।।<br>बिदेश गैएला तर कुनै पनि हालतमा देश त्याग्ने छैन।।<br>मेरो पुस्ताले भोगेको असुविधा मेरा पछिको पुस्ताले भोग्न नपरोस त्यस्का निम्ति आफुले सकेका हर प्रयास गर्ने छु।।<br>धनी गरिब हुन सक्छ तर गरिब कहिले गरिब हुदैन उ सङ्ग विकल्प मात्र धरी बन्ने हुन्छ।।<br><br>सुदिप भाइ सुवेदी लगायत टिम लाई मनै देखि धन्यवाद सोच अनुरुप कुरा मिले आउने भविष्यमा तपाईंहरु लगायत सजककर्ता हरुलाइ भौतिक र अभौतिक सम्मान पक्कै पनि गर्ने छ पुस्ताले।।<br>अन्ततःसमाजमा रहेका मिथिया बेथिती,गलत संप्रेषणको चिरफार गर्दै समाधान वा विकल्प सहित थप जानकारी फैलाउदै जान हार्दिक अनुरोध गर्दछु।।<br>#स्वर्गकोपहिचाननेपाल<br>#मेरोकेहियोगदानराष्टनिर्माणमा",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One of the best video on this morning thank you mero Bhai ....!!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
In depth content see you soon !!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Quality content❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Throughout the video I felt a ray of hope and my man the way you portrayed the story I just want to clap one time for this content writing I didn't feel for a sec to skip the video I was totally engaged to it <br>Love your work wishing the best for you❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you so much for this inspiring video. Keep growing !!,Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"Really insightful video brother. I was waiting for someone to share how massive opportunities are there in FREELANCING since I have been doing and teaching it for almost 7 years now.<br><br>The main problem is the lack of payment receiving methods in Nepal. We live in an era where everything is digital around us but we as a country has been pushed away to access the huge potential of digitalization.<br><br>A huge number of freelancers are arising in Nepal these days and more will be in future. If more laws are made in the favor for Freelancers then yes more people will prefer to stay in Nepal rather than going abroad leaving their friends, family and country.<br><br>More power to you guys.<br><br>Cheers!",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
म नेपाल मै केही गर्छु भनेर १ वर्ष सम्म नेपाल मा start-up सुरु गर्छ भनेर बस्यको मान्छे अहिले ielts को तयारीमा छु। विदेश मा केही सिकेर फेरि नेपाल आउने छु यो देश को माया को कारणले ।<br>देश छोड्नु हजार कारण होलान् तर देश मै बस्ने १ ओटै कारण माया ❤,Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
At this time you are the real hero. Thank you for spreading some light on such big problem. <br><br>❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
In-Depth Story काे अहिलेसम्मकै best analysis भिडियो।👍️❤️👌,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One of the most powerful content creator of Nepal. You spoke my each and every thought. Thank you brother for such kind of content. Appreciated your work.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thanks for the content filled with so much positivity and facts. Great Content as always. KUDOS  to IDS team... keep growing. Thank you❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you dada ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Everything happens happens for good.<br>Nice video and one of your regular viewer😊 keep it up....,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"युट्युब साथीहरू आउनुहोस्, एक अर्कालाई समर्थन गरौं. 🎉❤❤❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
@naurajchannel7013 ok lets go buddy.Back na auda unsubscribe ni garincha no problem.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"स्वराेजगारीकाे अवसर नभएकाे हैन, कुरूप राजनीतिले अभिशप्त बनाएकाे मात्र हाे । यदि युवावर्गहरूमा राष्ट्रप्रेमकाे भाव भए देशकाे मुहार यथाशीघ्र परिवर्तन हुनेछ । जय देश । जय मातृभूमि । जय नेपाल ।",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
I'm hopeful that this video will change peoples' perspective. ✨,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you Team 🙌🌟!<br>You exceeded my expectations ❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Respecting your hard work 💯❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Wow👌. Content🔥,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Best content vai gee keep it up❤❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This 23 years old guy is doing very well with proper research on the fact and I'm 22 years old guy watching from UAE 🇦🇪,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Basic salary nai 13k hunxa ani teslai 30k bhanau nu 30 yrs laghxa .ani ko basxata Nepal .bidesh nai better xa  boru .,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Teita not fair with low salary,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you for motivating me. Degree sakayera baseko aba kehi opportunities aaula ki vanne aasha ma chu❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
don't wait.. audaina....  try yourself.,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Tyo wait garda gardai 10 barsa lagxa ani 10 barsa chai k garne aba?....maile desh xodnu parxa vaneko hoina mero afai conflict vairakhxa gharma abroad nagayera because my parents desperately want to send me to abroad but ma gako xaina. Tara jasko video herera ni jasko kura ni sunera emotional huney bani ramro hoina jun 95% nepalese haruko xa...afai socham afai logic lagam yo video wala le just afno optimistic side dekhako ho usko hope ko kura ho...voli arko manxe le dami facts sahit bidesh jana kina jaruri xa vanera video banaidela ani k garnu hunxa?,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
@rakshyapokharel516 afnu afnu perspective ho . Badhyata ra rahar(freedom) le ni matter garcha .. cheers to life,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Now this is what I call quality content ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
